"ID","COMPLEX_ID","NAME",,
1548,430,"б. Государственного бюджетного образовательного учреждения города Москвы детского сада №1212",,
1549,430,"в. Государственного бюджетного образовательного учреждения города Москвы начальной школы-детского сада №1892",,
1550,431,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 398",,
1551,431,"б. Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад компенсирующего вида №1883",,
1552,431,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №2003",,
1553,432,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа Российско-Словацкой дружбы № 1934",,
1554,432,"б. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1462",,
1555,432,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №2360",,
1556,432,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 2370",,
1557,433,"а. Государственного бюджетного образовательного учреждения города Москвы гимназии №1562 имени Артёма Боровика",,
1558,433,"б. Государственного бюджетного образовательного учреждения города Москвы средней общеобразовательной школы №1965",,
1559,433,"в. Государственного бюджетного образовательного учреждения города Москвы детского сада №2417",,
1560,433,"г. Государственного бюджетного образовательного учреждения города Москвы детского сада №2424",,
1561,433,"д. Государственного бюджетного образовательного учреждения города Москвы детского сада №2397",,
1562,434,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана",,
1563,434,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №475",,
1564,434,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №1030",,
1565,434,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №971",,
1566,434,"д. Государственное бюджетное образовательное учреждение города Москвы детского сада №464",,
1567,434,"е. Государственное бюджетное образовательное учреждение города Москвы детского сада №2173",,
1568,435,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №84",,
1569,435,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №894",,
1570,435,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №1138",,
1571,436,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школы №415",,
1572,436,"б. Государственное бюджетное образовательное учреждение города Москвы вечерняя (сменная) общеобразовательная школа №185",,
1573,436,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1229",,
1574,436,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1162",,
1575,436,"д. Государственное бюджетное образовательное учреждение города Москвы начальная школа – детский сад компенсирующего вида №1761",,
1576,436,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад №1187",,
1577,436,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 480",,
1578,437,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №338",,
1579,437,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №1592",,
1580,437,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №1821",,
1581,438,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №436",,
1582,438,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1413",,
1583,438,"в. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка – детский сад №2402",,
1584,438,"г. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка – детский сад №867",,
1585,438,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад №1064",,
1586,439,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1040",,
1587,439,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1147",,
1588,439,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №1797",,
1589,439,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №1799",,
1590,439,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад №2101",,
1591,439,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №2162",,
1592,440,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным ",,
1593,440,"б. Государственного бюджетного образовательного учреждения города Москвы детского сада №1264",,
1594,441,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №778",,
1595,441,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 234",,
1596,441,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 103",,
1597,441,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 139",,
1598,442,"а. Государственное бюджетное образовательное учреждение города Москвы гимназия № 1597 ",,
1599,442,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 326",,
1600,442,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 931",,
1601,442,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1012",,
1602,442,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2737",,
1603,443,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 641 имени Сергея Есенина ",,
1604,443,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 333 имени Героя Советского Союза В.С. Гризодубовой ",,
1605,443,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1469",,
1606,443,"г. Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка – детский сад № 183",,
1607,443,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 205",,
1608,443,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1714",,
1609,443,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1791",,
1610,443,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2117",,
1611,443,"з. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2407",,
1612,444,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №509 ",,
1613,444,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №1875",,
1614,444,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №2583 ",,
1615,445,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №485",,
1616,445,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад №2449",,
1617,446,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1367",,
1618,446,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №478",,
1619,446,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2724",,
1620,446,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1080",,
1621,446,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2542",,
1622,447,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1908",,
1623,447,"б. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2317",,
1624,448,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2056",,
1625,448,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1881",,
1626,449,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1460",,
1627,449,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2316",,
1628,450,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1996",,
1629,450,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №1504",,
1630,450,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №1130",,
1631,450,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №2457",,
1632,451,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1043",,
1633,451,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2323",,
1634,451,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2324",,
1635,452,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №918",,
1636,452,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетического развития детей № 177 ",,
1637,452,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида для детей с нарушением опорно-двигательного аппарата № 264 ",,
1638,453,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования №1421",,
1639,453,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №2612",,
1640,453,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1713",,
1641,454,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 439",,
1642,454,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 134",,
1643,454,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 395",,
1644,454,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 550",,
1645,455,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» № 1959",,
1646,455,"б. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2437",,
1647,455,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №2398",,
1648,456,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 623",,
1649,456,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1677",,
1650,456,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1898",,
1651,456,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1333",,
1652,457,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 775",,
1653,457,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад №616",,
1654,457,"в. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад №1582",,
1655,458,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1256",,
1656,458,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №846",,
1657,458,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №694",,
1658,458,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2126",,
1659,459,"а. Государственное бюджетное образовательное учреждение города Москвы гимназия № 1566",,
1660,459,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2313",,
1661,460,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1420",,
1662,460,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1937",,
1663,460,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №756",,
1664,460,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №263",,
1665,460,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад №1464",,
1666,460,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад №1734",,
1667,460,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад №2118",,
1668,460,"ж. Государственное бюджетное образовательное учреждение города Москвы прогимназия №1882",,
1669,461,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1904",,
1670,461,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №2325",,
1671,462,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1049",,
1672,462,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №495",,
1673,462,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1365",,
1674,462,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №2446",,
1675,462,"д. Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад компенсирующего вида №1772",,
1676,463,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1909",,
1677,463,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад №2322",,
1678,463,"в. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад №2341",,
1679,464,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 489",,
1680,464,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 841",,
1681,464,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 433",,
1682,464,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1490",,
1683,464,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1941",,
1684,464,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1304",,
1685,465,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №513",,
1686,465,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад №476",,
1687,465,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №65",,
1688,465,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №1460",,
1689,466,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1935",,
1690,466,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №2363",,
1691,466,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2377",,
1692,467,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1439 ",,
1693,467,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1922",,
1694,467,"в. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2347",,
1695,467,"г. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2357",,
1696,468,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1493",,
1697,468,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1902",,
1698,468,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №2327",,
1699,468,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №2328",,
1700,468,"д. Государственное бюджетное образовательное учреждение города Москвы центр развития ребёнка - детский сад №2333",,
1701,469,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования №1877 «Люблино»",,
1702,469,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад №1614",,
1703,470,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школ № 430",,
1704,470,"б. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1830",,
1705,470,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2611",,
1706,470,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2712",,
1707,470,"д. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 2584",,
1708,471,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1366",,
1709,471,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1338 ",,
1710,472,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным ",,
1711,472,"б. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1458",,
1712,472,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2403",,
1713,472,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2390",,
1714,473,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 329",,
1715,473,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №133",,
1716,473,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №910",,
1717,473,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №1613",,
1718,474,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным ",,
1719,474,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1940",,
1720,474,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад №350",,
1721,475,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова",,
1722,475,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 346",,
1723,475,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 410",,
1724,476,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2010",,
1725,476,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1986 имени Героя Советского Союза М.П.Судакова",,
1726,476,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2495",,
1727,476,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2499",,
1728,476,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2",,
1729,476,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2436",,
1730,477,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1208 ",,
1731,477,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №339 имени Героя Советского Союза М.С. Шумилова",,
1732,477,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №327",,
1733,477,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад №176",,
1734,477,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 339",,
1735,477,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 377",,
1736,477,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2125",,
1737,477,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2726",,
1738,478,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 913 имени Героя Советского Союза С.Ф. Шутова",,
1739,478,"б. Государственного бюджетного образовательного учреждения города Москвы детского сада №2582",,
1740,478,"в. Государственного бюджетного образовательного учреждения города Москвы детского сада комбинированного вида №1100",,
1741,479,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 417 ",,
1742,479,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 632",,
1743,479,"в. Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1642",,
1744,479,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 839",,
1745,479,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад №1498 ",,
1746,479,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1945",,
1747,479,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад №1950",,
1748,480,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 484 имени дважды Героя Советского Союза В.И. Попкова",,
1749,480,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1343",,
1750,481,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского ",,
1751,481,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2129",,
1752,481,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1013",,
1753,481,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1746",,
1754,482,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1968",,
1755,482,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2496",,
1756,482,"в. Государственное бюджетное образовательное учреждение города Москвы центр развития - детского сада № 2426",,
1757,483,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 687 ",,
1758,483,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 88",,
1759,483,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 499",,
1760,483,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 884",,
1761,483,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1275",,
1762,484,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 776",,
