"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
147;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 825";"109125, г. Москва, ул. Окская, д. 16, корп. 3";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 177-62-77";"cog825.mskobr.ru";"sch_825@gor.educom.ru";1264
148;"Негосударственное некоммерческое образовательное учреждение Средняя общеобразовательная школа ""Карьера""";"";"Юго-Восточный административный округ";"район Люблино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 350-09-25,(495) 350-00-00";"Noukarera.mskobr.ru";"info1@school-karjera.ru";1295
149;"Негосударственное образовательное учреждение международный центр образования ""Атлантик""";"";"Юго-Восточный административный округ";"Южнопортовый район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"(495) 661-86-91";"nouatlantic.mskobr.ru";"info@atlanticschool.ru";1311
150;"Негосударственное образовательное учреждение центр образования ""Новое образование""";"Москва, ул. Верхняя Хохловка 1/7";"Юго-Восточный административный округ";"Нижегородский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 678-53-21,(495) 956-93-34";"nounewedu.mskobr.ru";"dir@eliteschool.ru";1340
151;"Негосударственное образовательное учреждение Школа «XXI век»";"109052, г. Москва, Старообрядческая, д.17";"Юго-Восточный административный округ";"район Лефортово";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 918-19-11,918-17-74";"";"9181911@mail.ru";1350
152;"Негосударственное образовательное учреждение школа «Интеллект»";"";"Юго-Восточный административный округ";"район Люблино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 350-43-00,(495) 350-37-72";"nouintellekt.mskobr.ru";"intellect1@mail.ru";1351
153;"Негосударственное образовательное частное учреждение Средняя общеобразовательная школа “Апогей”";"";"Юго-Восточный административный округ";"район Люблино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 350-36-21,(495) 350-36-24";"nouapogej.mskobr.ru";"apogey3@yandex.ru";1358
154;"Негосударственное образовательное частное учреждение Центр образования «Владимира»";"";"Юго-Восточный административный округ";"Южнопортовый район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"(495) 728-36-07,(495) 728-36-08";"nouvladimira.mskobr.ru";"vladimiracenter@mail.ru";1359
155;"Негосударственное общеобразовательное учреждение Учебный центр «Наука-сервис»";"ул.Матвеевская, д.6";"Юго-Восточный административный округ";"Южнопортовый район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"679-26-45,677-68-84";"";"nauka.servis@mail.ru";1368
156;"Негосударственное общеобразовательное учреждение Центр образования ""Татьянинская школа""";"";"Юго-Восточный административный округ";"Нижегородский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 170-40-06,171-43-71";"noutatiansch.mskobr.ru";"eshl@inbox.ru";1369
157;"Частное учреждение Средняя общеобразовательная школа ""Эрудит-2""";"109387 г.Москва ул.Краснодонская, дом 33";"Юго-Восточный административный округ";"район Люблино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 359-66-71";"nouerudit2.mskobr.ru";"erudit-2@narod.ru";1394
158;"Частное учреждение Центр образования ""Личность""";"";"Юго-Восточный административный округ";"Рязанский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"(495) 371-55-92,(495) 371-59-00,(495) 643-89-60";"noulichnost.mskobr.ru";"info@school-lichnost.ru";1398
