ROWNUM;name;adress;okrug;rayon;form_of_incorporation;submission;tip_uchrezhdeniya;vid_uchrezhdeniya;telephone;web_site;e_mail;X;Y;global_id
134;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1223;125239 г. Москва, улица Михалковская, дом 13-а;Северный административный округ;район Коптево;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 154-63-31;;1223school@rambler.ru;37,527116;55,838618;86930537
135;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1224;125635, г. Москва, улица Базовская, дом 20 А;Северный административный округ;район Западное Дегунино;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 905-23-45;schs1224.mskobr.ru;school1224@mail.ru;37,514378;55,876529;86930538
136;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1249;125057, г. Москва, Чапаевский переулок, д. 6;Северный административный округ;район Сокол;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 157-07-04; (499) 157-08-68; (499) 157-28-84";schs1249.mskobr.ru;shkola1249@yandex.ru;37,518202;55,801216;86930539
137;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1250;125212, г. Москва, Ленинградское шоссе, дом 27;Северный административный округ;Войковский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 150-86-75; (499) 150-86-68";schs1250.mskobr.ru;school1250@mail.ru;37,485066;55,829542;86930540
138;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1252 имени Сервантеса;125080 г. Москва, ул. Дубосековская, д. 3;Северный административный округ;район Сокол;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 158-69-89;schs1252.mskobr.ru;sc1252@yandex.ru;37,496441;55,810053;86930541
139;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1287;125167, г. Москва, проезд Аэропорта, дом 10;Северный административный округ;Хорошёвский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;198-76-43;schs1287.mskobr.ru;school1287@mail.ru;37,520611;55,796507;86930542
140;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1289;125167 г. Москва, ул. Планетная, дом 23;Северный административный округ;район Аэропорт;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;614-43-33;schu1289.sao.mskobr.ru;sch1289@mail.ru;37,546594;55,80117;86930543
141;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1291;127411, г. Москва, улица Софьи Ковалевской , дом 18А;Северный административный округ;Дмитровский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;485-16-45;schs1291.mskobr.ru;school1291@mail.ru;37,537393;55,887324;86930544
142;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1315;125565,г. Москва, Конаковский проезд, д.5;Северный административный округ;Головинский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 457-04-04;schu1315.sao.mskobr.ru;shkola-1315@mail.ru;37,481081;55,845994;86930546
143;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1338;125414, г. Москва, улица Клинская, дом 20;Северный административный округ;район Ховрино;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;451-04-71;schs1338.mskobr.ru;schook1338i@rambler.ru;37,492172;55,869442;86930547
144;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1383;127474, г. Москва, ул. Дубнинская, д. 7;Северный административный округ;Бескудниковский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;481-62-50;schs1383.mskobr.ru;sch1383@mail.ru;37,566444;55,857818;86930548
145;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля;125252, г. Москва, ул. Сальвадора Альенде, дом 9;Северный административный округ;район Сокол;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 198-04-81;schs1251.mskobr.ru;ecole1251@rambler.ru;37,506777;55,794194;86930640
146;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара;105187,  Москва,  Измайловское шосе,  дом 60.;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95";schvu1301.mskobr.ru;economicschool@mail.ru;37,736037;55,78214;86930641
147;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1232;121165 г.Москва, Кутузовский проспект, д.28;Западный административный округ;район Дорогомилово;Государственное;Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 249-21-25;schu1232.mskzapad.ru;sch1232.edu@mtu-net.ru;37,538792;55,743163;86930644
148;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1245;117534 г. Москва, Кировоградская ул. д.42. к.2;Южный административный округ;район Чертаново Южное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 387-22-22;schuu1245.mskobr.ru;sch1245@sinergi.ru;37,593737;55,599615;86930842
149;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1391;143381, г. Москва, п. Киевский, пос. Киевский, д. 7а;;;Государственное;Троицкое и новомосковское окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495)846-38-01;sch1391tn.mskobr.ru;school@kievskiy.ru;37,051358;55,532933;86930969
150;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1392 имени Д.В. Рябинкина;142793, г.Москва, п.Десеновское, пос.Ватутинки-1;;;Государственное;Троицкое и новомосковское окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495)841-59-19;sch1392tn.mskobr.ru;;37,342074;55,516084;86930991
151;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879;117519, г. Москва, улица  Красного Маяка,  дом 3 Г;Южный административный округ;район Чертаново Центральное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 387-36-05; (495) 387-34-75; (495) 386-08-95; (495) 387-53-89; (495) 387-23-98";http://cou879.mskobr.ru;sch879@sinergi.ru;37,595871;55,609892;86931030
152;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой;115304 Москва, Ереванская, 20, к.2;Южный административный округ;район Царицыно;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 321-02-92; (495) 321-96-44";cou1466.mskobr.ru;sch1466@sinergi.ru;37,674107;55,629023;86931034
153;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №978;г. Москва, 1-ый Нагатинский пр,д.16.;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 466-63-22;schu978.mskobr.ru;sch978@sinergi.ru;37,646418;55,679437;86931060
154;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа c углубленным изучением английского языка № 1210;123098, г. Москва, ул. Гамалеи, д. 17, корп. 1;Северо-Западный административный округ;район Щукино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 196-53-47; (499) 196-64-18; (499) 196-53-70; (499) 196-43-89";schu1210.mskobr.ru/;sch1210@szouo.ru;37,457225;55,800571;86931094
155;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212;123060, г. Москва, ул. Маршала Рыбалко, д. 14;Северо-Западный административный округ;район Щукино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 728-40-02;http://schusz1212.mskobr.ru/;sch1212@szouo.ru;37,488977;55,802124;86931096
156;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285;125362, г. Москва, ул. Вишневая, д. 20, корп. 1;Северо-Западный административный округ;район Покровское-Стрешнево;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;491-79-01;schusz1285.mskobr.ru;sch1285@szouo.ru;37,449169;55,831044;86931097
157;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286;125480, г. Москва, ул. Героев Панфиловцев, д. 15;Северо-Западный административный округ;район Северное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 496-36-25; (495) 495-74-01";schu1286.mskobr.ru;sch1286@szouo.ru;37,426928;55,857191;86931098
158;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1295;123458, г. Москва, ул. Твардовского, д. 20;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 757-36-14;schu1295.mskobr.ru;sch1295@szouo.ru;37,400165;55,802097;86931099
159;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298;125466, г. Москва, ул. Юровская, д. 97;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-86-05;schusz1298.mskobr.ru;inbox@school1298.ru;37,396078;55,899173;86931100
160;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302;123181, г. Москва, ул. Исаковского, д. 29, корп. 1;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 942-98-10;schu1302.mskobr.ru;sch1302@szouo.ru;37,415528;55,807735;86931101
161;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1387;125466, г. Москва, улица Соколово - Мещерская, дом 27;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-99-98;schu1387.mskobr.ru;sch1387@szouo.ru;37,381313;55,903304;86931102
162;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1399;125480, г. Москва, ул. Вилиса Лациса, 33-2;Северо-Западный административный округ;район Северное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 949-64-92;schu1399.mskobr.ru;sch1399@szouo.ru;37,408189;55,858176;86931103
163;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением иностранных языков № 1900;125222, г. Москва, улица Дубравная, дом 41, корпус 3;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 794-10-56;sch1900.mskobr.ru;sch1900@szouo.ru;37,361244;55,841627;86931104
164;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944;125368, г. Москва, ул. Барышиха, д. 17, корп. 1;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 754-08-11;schusz1944.mskobr.ru;sch1944@szouo.ru;37,349562;55,842323;86931105
165;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян;125007, г. Москва, Хорошевское шоссе, дом 3;Северный административный округ;Хорошёвский район;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;945-72-95;sch1288.mskobr.ru/;school1288@mail.ru;37,542167;55,773675;86931124
166;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 390 имени генерала П.И. Батова;107258, г. Москва, б-р Рокоссовского маршала, д. 34/2;Восточный административный округ;район Богородское;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;160-22-10;sch318.mskobr.ru;sch318@mail.ru;37,72353;55,814577;86931129
167;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1362;105187, город Москва, улица Лечебная, дом 20;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;166-99-01;schvu1362.mskobr.ru;school1362@yandex.ru;37,740858;55,789789;86931185
168;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1259;115054 г. Москва, 5-й Монетчиковский пер., д.7;Центральный административный округ;район Замоскворечье;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;953-04-16;schuc1259.mskobr.ru;dc47@yandex.ru;37,639775;55,739686;86931232
169;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1282;107014, г. Москва, ул. Барболина, д.1;Восточный административный округ;район Сокольники;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 268-52-14; (499) 268-48-11; (499) 268-65-10; (499) 268-05-25; (499) 268-33-75";schvu1282.mskobr.ru/;sch1282@yandex.ru;37,684742;55,789798;87028606
170;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1338;125414, г. Москва, улица Клинская, дом 20;Северный административный округ;район Ховрино;Государственное;Северное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;451-04-71;schs1338.mskobr.ru;schook1338i@rambler.ru;37,494834;55,872012;87028626
171;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286;125480, г. Москва, ул. Героев Панфиловцев, д. 15;Северо-Западный административный округ;район Северное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 496-36-25; (495) 495-74-01";schu1286.mskobr.ru;sch1286@szouo.ru;37,423976;55,854912;87028669
172;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286;125480, г. Москва, ул. Героев Панфиловцев, д. 15;Северо-Западный административный округ;район Северное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 496-36-25; (495) 495-74-01";schu1286.mskobr.ru;sch1286@szouo.ru;37,426031;55,853252;87028670
173;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286;125480, г. Москва, ул. Героев Панфиловцев, д. 15;Северо-Западный административный округ;район Северное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 496-36-25; (495) 495-74-01";schu1286.mskobr.ru;sch1286@szouo.ru;37,423148;55,857177;87028671
174;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286;125480, г. Москва, ул. Героев Панфиловцев, д. 15;Северо-Западный административный округ;район Северное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 496-36-25; (495) 495-74-01";schu1286.mskobr.ru;sch1286@szouo.ru;37,426979;55,857048;87028672
175;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298;125466, г. Москва, ул. Юровская, д. 97;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-86-05;schusz1298.mskobr.ru;inbox@school1298.ru;37,394254;55,897392;87028673
176;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298;125466, г. Москва, ул. Юровская, д. 97;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-86-05;schusz1298.mskobr.ru;inbox@school1298.ru;37,382438;55,900115;87028674
177;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298;125466, г. Москва, ул. Юровская, д. 97;Северо-Западный административный округ;район Куркино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 401-86-05;schusz1298.mskobr.ru;inbox@school1298.ru;37,38379;55,900872;87028675
178;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386;109125, г. Москва, Васильцовский переулок, д. 1;Юго-Восточный административный округ;Рязанский район;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 796-22-60;schuvu1386.mskobr.ru;w1386@mail.ru;37,748759;55,716528;87028732
179;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 240;127490, город Москва, улица Мусоргского, дом 11 Г;Северо-Восточный административный округ;район Отрадное;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 203-39-09; (499) 203-39-66";sch240sv.mskobr.ru;sch240@yandex.ru;37,622051;55,865538;87028752
180;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии № 1113;125009 г. Москва, Дегтярный пер., д.7.;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 699-57-22;schuc1113.mskobr.ru;1113sch@couo.ru;37,60315;55,769032;87028772
181;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1242;117546, г. Москва, Востряковский проезд, д.3А;Южный административный округ;район Бирюлёво Западное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 383-97-81;schuu1242.mskobr.ru;sch1242@sinergi.ru;37,643032;55,584799;87028879
182;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1242;117546, г. Москва, Востряковский проезд, д.3А;Южный административный округ;район Бирюлёво Западное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 383-97-81;schuu1242.mskobr.ru;sch1242@sinergi.ru;37,644895;55,585712;87028880
183;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1242;117546, г. Москва, Востряковский проезд, д.3А;Южный административный округ;район Бирюлёво Западное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 383-97-81;schuu1242.mskobr.ru;sch1242@sinergi.ru;37,641718;55,584671;87028881
184;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297;129110 г. Москва, Глинистый пер., д. 7, стр.1;Центральный административный округ;Мещанский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;631-21-14;schuc1297.mskobr.ru;1297school@mail.ru;37,638644;55,783942;87028912
185;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297;129110 г. Москва, Глинистый пер., д. 7, стр.1;Центральный административный округ;Мещанский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;631-21-14;schuc1297.mskobr.ru;1297school@mail.ru;37,640437;55,782602;87028913
