ROWNUM;name;adress;okryg;rayon;org_prav_forma;podchinenie;tip_ychregdenia;vid_ychregdenia;telefon;sait;email;X;Y;global_id;
152;"Государственное бюджетное образовательное учреждение города Москвы Центр образования ""Олимп"" Департамента физической культуры и спорта города Москвы";"";"Западный административный округ";"район Проспект Вернадского";"Государственное";"Департамент физической культуры и спорта";"Общеобразовательное учреждение";"Центр образования";"(499) 432-98-11,(499) 131-10-10";"";"olimp_co@list.ru";"37,500503";"55,678239";"86931240";
153;"Государственное бюджетное образовательное учреждение города Москвы Центр образования ""Московская экспериментальная школа"" Департамента физической культуры и спорта города Москвы";"";"Юго-Западный административный округ";"район Черёмушки";"Государственное";"Департамент физической культуры и спорта";"Общеобразовательное учреждение";"Центр образования";"(495) 332-28-88";"";"mesh@mossport.ru";"37,563597";"55,654931";"86931241";
154;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1816";"121096 г. Москва, ул. Кастанаевская, д. 9А";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 144-37-82";"co1816.mskzapad.ru";"gou1816@rambler.ru";"37,495091";"55,737791";"87013723";
155;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488";"119415  г.Москва, Ленинский проспект, д.132";"Западный административный округ";"район Проспект Вернадского";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"432-87-62";"co1488.mskzapad.ru";"co1488@mail.ru";"37,509096";"55,666952";"87013747";
156;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 363";"107258, г. Москва, Алымов пер, дом 15.";"Восточный административный округ";"район Богородское";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"963-32-95";"cog363.mskobr.ru";"school363@yandex.ru";"37,712353";"55,807176";"87028611";
157;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1925";"111673, г. Москва, ул. Новокосинская, д.13 А";"Восточный административный округ";"район Новокосино";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"702-66-76";"cov1925.mskobr.ru";"sch1925@mail.ru";"37,852579";"55,735534";"87028631";
158;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863";"117042, г. Москва, улица Поляны, дом 31А";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"716-80-45";"http://couz1863.mskobr.ru/";"center1863@mosuzedu.ru";"37,550636";"55,549499";"87028666";
159;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863";"117042, г. Москва, улица Поляны, дом 31А";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"716-80-45";"http://couz1863.mskobr.ru/";"center1863@mosuzedu.ru";"37,55143";"55,549495";"87028667";
160;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863";"117042, г. Москва, улица Поляны, дом 31А";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"716-80-45";"http://couz1863.mskobr.ru/";"center1863@mosuzedu.ru";"37,550369";"55,550288";"87028668";
161;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 170 имени А.П.Чехова";"""117485, г. Москва, Профсоюзная ул., дом 96 ""Б""";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"335-50-77";"http://couz170.mskobr.ru";"center170@mosuzedu.ru";"37,524989";"55,650024";"87028731";
162;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1637";"111401, г. Москва, ул. 3-я Владимирская, дом 12 А";"Восточный административный округ";"район Перово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 672-02-35; (495) 672-01-99; (495) 603-46-09";"cov1637.mskobr.ru";"shkola_1637@inbox.ru";"37,786388";"55,756073";"87028764";
163;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1641";"105005,Москва, Кондрашевский тупик, д. 3А";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 261-22-63";"coc1641.mskobr.ru";"co1641@yandex.ru";"37,688002";"55,768896";"87028774";
164;"Государственное бюджетное образовательное учреждение города Москвы  центр образования № 1989";"109451, г. Москва, ул. Белореченская, д. 45, к. 2";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 654-96-27; (495) 654-96-25";"couv1989.mskobr.ru";"co1989@yandex.ru";"37,777637";"55,662869";"87028932";
165;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 345";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 267-66-76";"coc345.mskobr.ru/";"info@school345.ru";"37,675621";"55,774228";"87028934";
166;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 345";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 267-66-76";"coc345.mskobr.ru/";"info@school345.ru";"37,673384";"55,77314";"87028935";
167;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 345";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 267-66-76";"coc345.mskobr.ru/";"info@school345.ru";"37,672599";"55,773055";"87028936";
168;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 345";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 267-66-76";"coc345.mskobr.ru/";"info@school345.ru";"37,673508";"55,772653";"87028937";
169;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1240";"123056 г.Москва, Б.Кондратьевский пер., д.3";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"254-99-59";"coc1240.mskobr.ru";"admin1240@inbox.ru";"37,577731";"55,772683";"87028939";
170;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1666 ""Феникс""";"111558, г.Москва, Зеленый пр-кт, д. 75 стр. 1";"Восточный административный округ";"район Новогиреево";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 302-81-15";"cov1666.mskobr.ru";"UVK1666@mail.ru";"37,813352";"55,751342";"87028963";
171;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 218";"127434, г. Москва, Дмитровское шоссе, дом 5 А";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"976-40-87";"cog218.mskobr.ru";"sch218.edu@mtu-net.ru";"37,575291";"55,812206";"87028965";
172;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 771";"127411, г. Москва, ул. Софьи Ковалевской, д. 8 ""А""";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 484-90-88";"schs771.mskobr.ru";"school.771@mail.ru";"37,53436";"55,882577";"87028978";
173;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1861 ""Загорье""";"115598 Москва, Загорьевский пр., 13";"Южный административный округ";"район Бирюлёво Восточное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"392-71-22";"cou1861.mskobr.ru";"sch1861@sinergi.ru";"37,680138";"55,57909";"87029047";
174;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1494";"127427, город  Москва, улица Ботаническая, дом 9А";"Северо-Восточный административный округ";"район Марфино";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 975-06-08; (499) 975-06-09";"co1494sv.mskobr.ru/";"School_247@bk.ru";"37,59376";"55,828077";"87029049";
175;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1494";"127427, город  Москва, улица Ботаническая, дом 9А";"Северо-Восточный административный округ";"район Марфино";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 975-06-08; (499) 975-06-09";"co1494sv.mskobr.ru/";"School_247@bk.ru";"37,59201";"55,827743";"87029050";
176;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1811 ""Измайлово""";"105203, г. Москва, Первомайская ул., 111.";"Восточный административный округ";"район Восточное Измайлово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 465-14-49";"cog1811.mskobr.ru";"school-1811@mail.ru";"37,808852";"55,795909";"87029084";
177;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1811 ""Измайлово""";"105203, г. Москва, Первомайская ул., 111.";"Восточный административный округ";"район Восточное Измайлово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 465-14-49";"cog1811.mskobr.ru";"school-1811@mail.ru";"37,814725";"55,793934";"87029085";
178;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1811 ""Измайлово""";"105203, г. Москва, Первомайская ул., 111.";"Восточный административный округ";"район Восточное Измайлово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 465-14-49";"cog1811.mskobr.ru";"school-1811@mail.ru";"37,806797";"55,795732";"87029086";
179;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1631";"127411, г. Москва, Дмитровское шоссе, дом 137А";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"483-03-74";"cos1631.mskobr.ru";"gouzo_1631@mail.ru";"37,539997";"55,891197";"87029096";
180;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1678 ""Восточное Дегунино""";"127591, г. Москва ул. Дубнинская, д. 46, кор. 2";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"480-35-33";"cos1678.mskobr.ru";"centr1678@yandex.ru";"37,554912";"55,881412";"87029097";
181;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1678 ""Восточное Дегунино""";"127591, г. Москва ул. Дубнинская, д. 46, кор. 2";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"480-35-33";"cos1678.mskobr.ru";"centr1678@yandex.ru";"37,562569";"55,891666";"87029098";
182;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,614228";"55,647946";"87029135";
183;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,613731";"55,647634";"87029136";
184;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,61376";"55,646172";"87029137";
185;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,614836";"55,646169";"87029138";
186;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,614833";"55,647629";"87029139";
187;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,614692";"55,646769";"87029140";
188;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1862";"117452 г. Москва, ул. Черноморский бульвар д.6";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 610-77-66";"cou1862.mskobr.ru";"sch1862@sinergi.ru";"37,614661";"55,648207";"87029141";
189;"Некоммерческое партнерство Центр образования Лицей ""Столичный""";"115470, г. Москва, ул. Кленовый бульвар, д.6, корпус 2, строение 1";"Южный административный округ";"район Чертаново Центральное";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"(495) 313-49-79,(495) 315-31-56";"noustolichnyj.mskobr.ru";"lycee@lstol.ru";"37,711766";"55,613466";"87029143";
190;"Некоммерческое партнерство Центр образования Лицей ""Столичный""";"115470, г. Москва, ул. Кленовый бульвар, д.6, корпус 2, строение 1";"Южный административный округ";"район Чертаново Центральное";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"(495) 313-49-79,(495) 315-31-56";"noustolichnyj.mskobr.ru";"lycee@lstol.ru";"37,669579";"55,683823";"87029144";
191;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1450";"117556, г. Москва, ул. Фруктовая д.9";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 613-22-66";"cou1450.mskobr.ru";"sch1450@sinergi.ru";"37,612809";"55,657867";"87029149";
192;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 641 имени Сергея Есенина";"109462, г. Москва, Волгоградский проспект, д.66, корпус 4";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 172-36-36";"couv641.mskobr.ru";"sch641@inbox.ru";"37,75683";"55,704522";"87029157";
193;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 641 имени Сергея Есенина";"109462, г. Москва, Волгоградский проспект, д.66, корпус 4";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 172-36-36";"couv641.mskobr.ru";"sch641@inbox.ru";"37,756169";"55,704264";"87029158";
194;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 118";"119311, г.Москва, Ленинский проспект, д.76";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"930-40-08";"http://www.couz118.mskobr.ru/";"co118@inbox.ru";"37,535114";"55,683941";"87029159";
195;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1479";"127051 г.Москва, Большой Каретный пер., д.22, стр.6";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"699-53-19";"coc1479.mskobr.ru";"1276_sch@mail.ru";"37,61798";"55,772452";"87029170";
196;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1459";"127273, г. Москва, ул. Отрадная, д. 11А";"Северо-Восточный административный округ";"район Отрадное";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"404-87-31";"co1459.svao.mskobr.ru/";"mosschool959@yandex.ru";"37,608873";"55,86059";"87029178";
197;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 422 ""Перово""";"111524, г. Москва, ул. Плющева, д.14а";"Восточный административный округ";"район Перово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"309-26-32";"cog422.mskobr.ru";"school_422@mail.ru";"37,762698";"55,742622";"87029196";
198;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 734 ""Школа самоопределения""";"105484, г. Москва, Сиреневый бульвар, 58А";"Восточный административный округ";"район Восточное Измайлово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"461-43-90";"cog734.mskobr.ru";"school734@yandex.ru";"37,821235";"55,799909";"87029197";
199;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 109";"117513 г. Москва, ул. Академика Бакулева, д. 20";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 737-48-58";"";"sc109@bk.ru";"37,473819";"55,6416";"87029212";
200;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 109";"117513 г. Москва, ул. Академика Бакулева, д. 20";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 737-48-58";"";"sc109@bk.ru";"37,475583";"55,640663";"87029213";
201;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 109";"117513 г. Москва, ул. Академика Бакулева, д. 20";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 737-48-58";"";"sc109@bk.ru";"37,479092";"55,642444";"87029214";
202;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1681 ""Бутово-3""";"117216, г. Москва, бульвар Дмитрия Донского, д. 14А";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"711-51-63";"http://couz1681.mskobr.ru/";"center1681@mosuzedu.ru";"37,570496";"55,566161";"87029308";
203;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1681 ""Бутово-3""";"117216, г. Москва, бульвар Дмитрия Донского, д. 14А";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"711-51-63";"http://couz1681.mskobr.ru/";"center1681@mosuzedu.ru";"37,569974";"55,56451";"87029309";
204;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1681 ""Бутово-3""";"117216, г. Москва, бульвар Дмитрия Донского, д. 14А";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"711-51-63";"http://couz1681.mskobr.ru/";"center1681@mosuzedu.ru";"37,563635";"55,566979";"87029310";
205;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1681 ""Бутово-3""";"117216, г. Москва, бульвар Дмитрия Донского, д. 14А";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"711-51-63";"http://couz1681.mskobr.ru/";"center1681@mosuzedu.ru";"37,570625";"55,565365";"87029311";
206;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1681 ""Бутово-3""";"117216, г. Москва, бульвар Дмитрия Донского, д. 14А";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"711-51-63";"http://couz1681.mskobr.ru/";"center1681@mosuzedu.ru";"37,569732";"55,565068";"87029312";
207;"Государственное автономное образовательное учреждение города Москвы центр образования № 548 ""Царицыно""";"115582 г.Москва, ул. Домодедовская д35, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"393-43-81";"cou548.mskobr.ru";"sch548@sinergi.ru";"37,717174";"55,601996";"87029387";
208;"Государственное автономное образовательное учреждение города Москвы центр образования № 548 ""Царицыно""";"115582 г.Москва, ул. Домодедовская д35, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"393-43-81";"cou548.mskobr.ru";"sch548@sinergi.ru";"37,733096";"55,620373";"87029388";
209;"Государственное автономное образовательное учреждение города Москвы центр образования № 548 ""Царицыно""";"115582 г.Москва, ул. Домодедовская д35, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"393-43-81";"cou548.mskobr.ru";"sch548@sinergi.ru";"37,738183";"55,602586";"87029389";
210;"Автономная некоммерческая организация образовательный центр ""ЭОС""";"";"Восточный административный округ";"район Ивановское";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"305-77-22,304-73-86";"noueos.mskobr.ru";"eos-center@yandex.ru";"37,837705";"55,751607";"87029398";
211;"Автономная некоммерческая организация образовательный центр ""ЭОС""";"";"Восточный административный округ";"район Ивановское";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"305-77-22,304-73-86";"noueos.mskobr.ru";"eos-center@yandex.ru";"37,804404";"55,75399";"87029399";
212;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 825";"109125, г. Москва, ул. Окская, д. 16, корп. 3";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 177-62-77";"cog825.mskobr.ru";"sch_825@gor.educom.ru";"37,753898";"55,709877";"87029400";
213;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1454";"127422,  г. Москва, улица Тимирязевская, дом 14 ""А""";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 611-15-38";"schs1454.mskobr.ru/";"co1454@mail.ru";"37,568842";"55,813458";"87029403";
214;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1454";"127422,  г. Москва, улица Тимирязевская, дом 14 ""А""";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 611-15-38";"schs1454.mskobr.ru/";"co1454@mail.ru";"37,56927";"55,81301";"87029404";
215;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1130";"121609 г. Москва, ул. Осенняя, д.8, к.1,3";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 413-03-04; (495) 415-29-67";"sch1130.mskzapad.ru";"sch1130@mtu-net.ru";"37,40387";"55,757834";"87029410";
216;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1130";"121609 г. Москва, ул. Осенняя, д.8, к.1,3";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 413-03-04; (495) 415-29-67";"sch1130.mskzapad.ru";"sch1130@mtu-net.ru";"37,403993";"55,760161";"87029411";
217;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1421";"109117, г. Москва, ул. Васильцовский стан, д. 4";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 501-09-18";"co1421uv.mskobr.ru";"1co1421@rambler.ru";"37,749783";"55,713229";"87029421";
218;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1445";"117574, г.Москва, улица Голубинская, дом 5, корпус 4";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"423-38-22";"http://couz1445.mskobr.ru/";"jshev@mail.ru";"37,517752";"55,604816";"87029425";
219;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1483";"105043, г. Москва, 7-я Парковая,  дом  1-а";"Восточный административный округ";"район Измайлово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 367-79-54";"cov1483.mskobr.ru";"director@centr1483.ru";"37,792557";"55,790154";"87029493";
220;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1613";"117628, г. Москва, ул. Ратная, дом 6 Б";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"711-16-45";"http://couz1613.mskobr.ru/";"sch1069@mosuzedu.ru";"37,587822";"55,573685";"87029497";
221;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1877 ""Люблино""";"109382, г. Москва, ул. Краснодонская, д. 40";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"351-00-00";"couv1877.mskobr.ru";"co1877@mail.ru";"37,746043";"55,668601";"87029516";
222;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 2010";"109559, г. Москва, ул. Белореченская, д. 8";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"359-17-45";"couv2010.mskobr.ru/";"school2010@mail.ru";"37,764247";"55,672541";"87029517";
223;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1694 ""Ясенево""";"117593, г. Москва, Литовский бульвар, дом 11, корпус 6";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"426-77-88";"";"info@co1694.ru";"37,544506";"55,612728";"87029591";
224;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 293";"129301, г. Москва, ул. Ярославская, д. 27";"Северо-Восточный административный округ";"Алексеевский район";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 683-45-70";"co293sv.mskobr.ru";"Sch293@yandex.ru, vmoisto@mail.ru";"37,651753";"55,827183";"87029632";
225;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 293";"129301, г. Москва, ул. Ярославская, д. 27";"Северо-Восточный административный округ";"Алексеевский район";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 683-45-70";"co293sv.mskobr.ru";"Sch293@yandex.ru, vmoisto@mail.ru";"37,662494";"55,823893";"87029633";
226;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1496";"119049 г.Москва, Ленинский проспект, д.13а";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 237-29-81";"coc1496.mskobr.ru";"co1496@yandex.ru";"37,603578";"55,72199";"87029644";
227;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1496";"119049 г.Москва, Ленинский проспект, д.13а";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 237-29-81";"coc1496.mskobr.ru";"co1496@yandex.ru";"37,605759";"55,72349";"87029645";
228;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1852";"111399, г. Москва, Федеративный проспект,  11";"Восточный административный округ";"район Перово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 305-34-13; (495) 305-76-11; (495) 304-49-60";"cov1852.mskobr.ru";"co1852v@mail.ru";"37,803496";"55,757066";"87029651";
