ROWNUM;name;adress;okrug;rayon;form_of_incorporation;submission;tip_uchrezhdeniya;vid_uchrezhdeniya;telephone;web_site;e_mail;X;Y;global_id
91;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1582;117587 г. Москва,ул. Кировоградская,д.18,к.4;Южный административный округ;район Чертаново Центральное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;311-82-72;gymu1582.mskobr.ru;sch1582@sinergi.ru;37,597088;55,619924;87013749
113;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1527;115470 г. Москва, проспект Андропова,д.17,к.5;Южный административный округ;район Нагатинский Затон;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(499) 618-70-05; (499) 618-80-96; (499) 725-16-42; (499) 618-70-40; (499) 618-70-30; (499) 618-70-51";gym1527u.mskobr.ru;sch1527@sinergi.ru;37,668217;55,681802;87028909
119;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1569 ""Созвездие""";115573 г. Москва, ул. Мусы Джалиля, д.36,к.2;Южный административный округ;район Зябликово;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;(495) 396-43-50;gymu1569.mskobr.ru;sch1569@sinergi.ru;37,747851;55,623705;87029052
131;Государственное бюджетное образовательное учреждение города Москвы гимназия №1272;115280, г. Москва, 1-й Кожуховский проезд, д.17;Южный административный округ;Даниловский район;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;710-36-43;cou1272.mskobr.ru;sch1272@sinergi.ru;37,662884;55,707598;87029233
132;Государственное бюджетное образовательное учреждение города Москвы гимназия №1272;115280, г. Москва, 1-й Кожуховский проезд, д.17;Южный административный округ;Даниловский район;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;710-36-43;cou1272.mskobr.ru;sch1272@sinergi.ru;37,662222;55,70854;87029234
146;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1257;115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1;Южный административный округ;Даниловский район;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;952-63-70;gymu1257.mskobr.ru;dou1234@sinergi.ru;37,62569;55,714479;87029498
147;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1257;115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1;Южный административный округ;Даниловский район;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;952-63-70;gymu1257.mskobr.ru;dou1234@sinergi.ru;37,629083;55,717536;87029499
13;"Негосударственное образовательное учреждение гимназия ""Первая Московская гимназия""";;;;Негосударственное;Негосударственное;Общеобразовательное учреждение;Гимназия;;;;37,600396;55,723321;86887793
74;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1788;105318, Москва Город, Семеновская Площадь, 4;;;Государственное;Троицкое и новомосковское окружное управление образования;Общеобразовательное учреждение;Гимназия;(495)436-25-57;gym1788tn.mskobr.ru;;37,721068;55,781355;86930989
83;"Муниципальное автономное общеобразовательное учреждение ""Гимназия г. Троицка""";142190, Москва Город, Троицк Город, Октябрьский Проспект, 6;;;Государственное;Троицкое и новомосковское окружное управление образования;Общеобразовательное учреждение;Гимназия;(4967)51-23-89,(4967) 51-23-89;;;37,375658;55,519175;86931137
84;"Муниципальное автономное общеобразовательное учреждение ""Гимназия имени Н.В. Пушкова""";142190, Москва Город, Троицк Город, Школьная Улица, 10;;;Государственное;Троицкое и новомосковское окружное управление образования;Общеобразовательное учреждение;Гимназия;(495)851-03-11,(495) 851-03-11;http://gympushkova.mskobr.ru;;37,371758;55,517403;86931138
