ROWNUM;name;adress;okryg;rayon;org_prav_forma;podchinenie;tip_ychregdenia;vid_ychregdenia;telefon;sait;email;X;Y;global_id;
395;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 982 имени маршала бронетанковых войск П.П. Полубоярова";"115304 Москва, ул.Кошкина, 13, к.2";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 320-78-26";"schu770.mskobr.ru";"sch982@sinergi.ru";"37,676418";"55,634125";"87028660";
396;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 982 имени маршала бронетанковых войск П.П. Полубоярова";"115304 Москва, ул.Кошкина, 13, к.2";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 320-78-26";"schu770.mskobr.ru";"sch982@sinergi.ru";"37,680121";"55,63391";"87028661";
397;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 199-27-22; (499) 199-09-79";"sch138.mskobr.ru";"sch138@szouo.ru";"37,466639";"55,779613";"87028662";
398;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 199-27-22; (499) 199-09-79";"sch138.mskobr.ru";"sch138@szouo.ru";"37,466423";"55,782289";"87028663";
399;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 199-27-22; (499) 199-09-79";"sch138.mskobr.ru";"sch138@szouo.ru";"37,467193";"55,780813";"87028664";
400;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 199-27-22; (499) 199-09-79";"sch138.mskobr.ru";"sch138@szouo.ru";"37,464521";"55,781287";"87028665";
401;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863";"117042, г. Москва, улица Поляны, дом 31А";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"716-80-45";"http://couz1863.mskobr.ru/";"center1863@mosuzedu.ru";"37,550636";"55,549499";"87028666";
402;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863";"117042, г. Москва, улица Поляны, дом 31А";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"716-80-45";"http://couz1863.mskobr.ru/";"center1863@mosuzedu.ru";"37,55143";"55,549495";"87028667";
403;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863";"117042, г. Москва, улица Поляны, дом 31А";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"716-80-45";"http://couz1863.mskobr.ru/";"center1863@mosuzedu.ru";"37,550369";"55,550288";"87028668";
404;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";"37,423976";"55,854912";"87028669";
405;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";"37,426031";"55,853252";"87028670";
406;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";"37,423148";"55,857177";"87028671";
407;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";"37,426891";"55,857088";"87028672";
408;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298";"125466, г. Москва, ул. Юровская, д. 97";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-86-05";"schusz1298.mskobr.ru";"inbox@school1298.ru";"37,394254";"55,897392";"87028673";
409;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298";"125466, г. Москва, ул. Юровская, д. 97";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-86-05";"schusz1298.mskobr.ru";"inbox@school1298.ru";"37,382438";"55,900115";"87028674";
410;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298";"125466, г. Москва, ул. Юровская, д. 97";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-86-05";"schusz1298.mskobr.ru";"inbox@school1298.ru";"37,38379";"55,900872";"87028675";
411;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1828 ""Сабурово""";"115211 Москва, Каширское ш. д.55-7";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"344-70-54";"cou1828.mskobr.ru";"sch1828@sinergi.ru";"37,694124";"55,640579";"87028679";
412;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1828 ""Сабурово""";"115211 Москва, Каширское ш. д.55-7";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"344-70-54";"cou1828.mskobr.ru";"sch1828@sinergi.ru";"37,698714";"55,638926";"87028680";
413;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1828 ""Сабурово""";"115211 Москва, Каширское ш. д.55-7";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"344-70-54";"cou1828.mskobr.ru";"sch1828@sinergi.ru";"37,697065";"55,639911";"87028681";
414;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";"37,645248";"55,577834";"87028682";
415;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";"37,649866";"55,577553";"87028683";
416;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";"37,64707";"55,576909";"87028684";
417;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";"37,650299";"55,576392";"87028685";
418;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";"37,650754";"55,575251";"87028686";
419;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";"37,646541";"55,579285";"87028687";
420;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 426";"115563 г. Москва, Борисовский пр-д, д.10, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 394-02-22";"schu426.mskobr.ru";"sch426@sinergi.ru";"37,720084";"55,623262";"87028693";
421;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 426";"115563 г. Москва, Борисовский пр-д, д.10, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 394-02-22";"schu426.mskobr.ru";"sch426@sinergi.ru";"37,720787";"55,621985";"87028694";
422;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 426";"115563 г. Москва, Борисовский пр-д, д.10, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 394-02-22";"schu426.mskobr.ru";"sch426@sinergi.ru";"37,724106";"55,625213";"87028695";
423;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 900";"117535 г. Москва, 3-ий Дорожный проезд, дом 6 А";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 382-83-88; (495) 382-99-02";"schu900.mskobr.ru";"sch900@sinergi.ru";"37,611527";"55,598808";"87028697";
424;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 900";"117535 г. Москва, 3-ий Дорожный проезд, дом 6 А";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 382-83-88; (495) 382-99-02";"schu900.mskobr.ru";"sch900@sinergi.ru";"37,613042";"55,5986";"87028698";
425;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 900";"117535 г. Москва, 3-ий Дорожный проезд, дом 6 А";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 382-83-88; (495) 382-99-02";"schu900.mskobr.ru";"sch900@sinergi.ru";"37,614625";"55,599982";"87028699";
426;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Школа здоровья"" № 1998 ""Лукоморье""";"115612 г. Москва, Борисовские пруды д.12, к.3";"Южный административный округ";"район Братеево";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования ""Школа Здоровья""";"341-78-55";"cou1998.mskobr.ru";"sch1998@sinergi.ru";"37,739542";"55,634692";"87028700";
427;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Школа здоровья"" № 1998 ""Лукоморье""";"115612 г. Москва, Борисовские пруды д.12, к.3";"Южный административный округ";"район Братеево";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Центр образования ""Школа Здоровья""";"341-78-55";"cou1998.mskobr.ru";"sch1998@sinergi.ru";"37,752091";"55,636773";"87028701";
428;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 170 имени А.П.Чехова";"""117485, г. Москва, Профсоюзная ул., дом 96 ""Б""";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"335-50-77";"http://couz170.mskobr.ru";"center170@mosuzedu.ru";"37,524989";"55,650024";"87028731";
429;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386";"109125, г. Москва, Васильцовский переулок, д. 1";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 796-22-60";"schuvu1386.mskobr.ru";"w1386@mail.ru";"37,748759";"55,716528";"87028732";
430;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1104";"117647, г. Москва, ул. Академика Капицы, д. 14 А";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"420-17-22";"http://schuz1104.mskobr.ru/";"sch1104@mail.ru";"37,52331";"55,63078";"87028733";
431;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1104";"117647, г. Москва, ул. Академика Капицы, д. 14 А";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"420-17-22";"http://schuz1104.mskobr.ru/";"sch1104@mail.ru";"37,522863";"55,628319";"87028734";
432;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,457523";"55,84515";"87028738";
433;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,456495";"55,847785";"87028739";
434;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,452052";"55,848961";"87028740";
435;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,449794";"55,84866";"87028741";
436;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,450594";"55,846009";"87028742";
437;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,449226";"55,845371";"87028743";
438;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985";"125466, г. Москва, ул. Ландышевая, дом 8";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 401-98-19";"cosz1985.mskobr.ru";"sch1985@szouo.ru";"37,398425";"55,890887";"87028744";
439;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985";"125466, г. Москва, ул. Ландышевая, дом 8";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 401-98-19";"cosz1985.mskobr.ru";"sch1985@szouo.ru";"37,39494";"55,884629";"87028745";
440;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 258";"127490 г. Москва, Северный бульвар, д. 4 А";"Северо-Восточный административный округ";"район Отрадное";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 204-87-75";"pgym1627.svao.mskobr.ru";"sch258@yandex.ru";"37,610903";"55,864601";"87028750";
441;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 311";"129281, г. Москва, Олонецкий проезд, дом 6";"Северо-Восточный административный округ";"Бабушкинский район";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 470-44-90; (495) 470-44-52";"dskv1312.mskobr.ru";"311school@mail.ru";"37,662907";"55,87237";"87028751";
442;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 604";"124498, г. Москва, Зеленоград, корп. 222А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 734-16-00";"schzg604.mskobr.ru/";"s604@zou.ru";"37,200687";"56,002789";"87028755";
443;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 604";"124498, г. Москва, Зеленоград, корп. 222А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 734-16-00";"schzg604.mskobr.ru/";"s604@zou.ru";"37,199908";"56,003911";"87028756";
444;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 604";"124498, г. Москва, Зеленоград, корп. 222А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 734-16-00";"schzg604.mskobr.ru/";"s604@zou.ru";"37,201654";"56,001886";"87028757";
445;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1637";"111401, г. Москва, ул. 3-я Владимирская, дом 12 А";"Восточный административный округ";"район Перово";"Государственное";"Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 672-02-35; (495) 672-01-99; (495) 603-46-09";"cov1637.mskobr.ru";"shkola_1637@inbox.ru";"37,786388";"55,756073";"87028764";
446;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1740";"124683, г. Москва, Зеленоград, корп.1530";"Зеленоградский административный округ";"район Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 717-03-67";"dskz2196.mskobr.ru/";"s1740@zou.ru";"37,150773";"55,981283";"87028765";
447;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1524";"109382, г. Москва, ул. Судакова, дом 29";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"359-16-60";"dsuv2716.mskobr.ru";"lyceum1524@mail.ru";"37,757115";"55,673812";"87028777";
448;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1524";"109382, г. Москва, ул. Судакова, дом 29";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"359-16-60";"dsuv2716.mskobr.ru";"lyceum1524@mail.ru";"37,719448";"55,69";"87028778";
449;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1524";"109382, г. Москва, ул. Судакова, дом 29";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"359-16-60";"dsuv2716.mskobr.ru";"lyceum1524@mail.ru";"37,720004";"55,690865";"87028779";
450;"Государственное бюджетное образовательное учреждение города Москвы лицей №507";"115446 г. Москва, Садовники д.12";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 618-26-60; (499) 618-25-94";"cou1472.mskobr.ru";"sch507@sinergi.ru";"37,651026";"55,668254";"87028835";
451;"Государственное бюджетное образовательное учреждение города Москвы лицей №507";"115446 г. Москва, Садовники д.12";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 618-26-60; (499) 618-25-94";"cou1472.mskobr.ru";"sch507@sinergi.ru";"37,651617";"55,669172";"87028836";
452;"Государственное бюджетное образовательное учреждение города Москвы лицей №507";"115446 г. Москва, Садовники д.12";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 618-26-60; (499) 618-25-94";"cou1472.mskobr.ru";"sch507@sinergi.ru";"37,654024";"55,665664";"87028837";
453;"Государственное бюджетное образовательное учреждение города Москвы лицей №507";"115446 г. Москва, Садовники д.12";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 618-26-60; (499) 618-25-94";"cou1472.mskobr.ru";"sch507@sinergi.ru";"37,657402";"55,672613";"87028838";
454;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1693 имени 1-й дивизии народного ополчения Москвы";"117463, г. Москва, улица Паустовского, дом 6, корпус 2";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"423-33-00";"http://schzuz1693.mskobr.ru";"school1693@mail.ru";"37,537085";"55,60072";"87028839";
455;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1435";"125368, г. Москва, ул. Барышиха, д. 32;";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 753-47-11";"co1435.mskobr.ru";"sch1435@szouo.ru";"37,344861";"55,850112";"87028840";
456;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1435";"125368, г. Москва, ул. Барышиха, д. 32;";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 753-47-11";"co1435.mskobr.ru";"sch1435@szouo.ru";"37,348523";"55,848436";"87028841";
