"OBJECTID";"ID";"NAME";"NUMB";"WEBSITE";"TYPE";"OKRUG";"FOUNDATION";"SCHOOLS_COUNT"
340;807;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1692";1692;"http://sch1692zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";3
341;581;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1694 «Ясенево»";1694;"http://sch1694uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";5
342;533;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №170 имени А.П. Чехова ";170;"http://sch170uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";3
343;414;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1716 «Эврика-Огонек»";1716;"http://sch1716uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
344;34;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №171";171;"http://sch171c.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";4
345;707;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726 ";1726;"http://sch1726z.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
346;488;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1738 имени авиаконструктора М.Л. Миля";1738;"http://sch1738uv-new.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
347;795;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1739";1739;"http://sch1739zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";2
348;765;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1741";1741;"http://sch1741.mskobr.ru/";"школа";"Западный административный округ";"присоединение";1
349;114;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1747 ";1747;"http://sch1747sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"слияние";3
350;851;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770";1770;"http://sch1770.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
351;206;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»";1784;"http://sch1784s.mskobr.ru/";"школа";"Северный административный округ";"слияние";1
352;181;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1794";1794;"http://sch1794s.mskobr.ru/";"школа";"Северный административный округ";"слияние";6
353;698;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1796 «Гольяново»";1796;"http://sch1796.mskobr.ru/";"гимназия";"Восточный административный округ";"слияние";2
354;557;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №17";17;"http://sch17uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";4
355;275;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180";180;"http://sch180sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";2
356;870;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №183";183;"http://sch183.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
357;678;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1852";1852;"http://sch1852.mskobr.ru/";"школа";"Восточный административный округ";"слияние";2
358;845;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1858";1858;"http://sch1858uv.mskobr.ru/";"центр образования";"Юго-Восточный административный округ";"присоединение";2
359;164;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой";185;"http://sch185s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
360;368;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1861 «Загорье»";1861;"http://sch1861u.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
361;849;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1862";1862;"http://sch1862u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";4
362;61;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1874";1874;"http://sch1874sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"слияние";3
363;469;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1877 «Люблино»";1877;"http://sch1877uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";1
364;530;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1883 «Бутово»";1883;"http://sch1883uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";4
365;92;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1900";1900;"http://sch1900sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";2
366;491;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1905";1905;"http://sch1905uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
367;447;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1908";1908;"http://sch1908uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
368;463;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1909";1909;"http://sch1909uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
369;918;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1910";1910;"http://sch1910uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
370;813;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1912 имени Бауыржана Момышулы";1912;"http://sch1912zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";2
371;909;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1914";1914;"http://sch1914v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
372;636;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1926";1926;"http://sch1926v.mskobr.ru/";"гимназия";"Восточный административный округ";"слияние";1
373;641;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1927";1927;"http://sch1927v.mskobr.ru/";"школа";"Восточный административный округ";"слияние";1
374;521;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №192";192;"http://sch192uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";3
375;432;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1934 Российско-Словацкой дружбы ";1934;"http://sch1934uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";2
376;466;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1935";1935;"http://sch1935uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
377;552;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1945";1945;"http://sch1945uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";1
378;558;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1948 «Лингвист-М»";1948;"http://sch1948uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";3
379;28;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1950";1950;"http://sch1950.mskobr.ru/";"школа";"Центральный административный округ";"слияние";2
380;309;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языков №1955";1955;"http://sch1955sv.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";4
381;455;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1959 «Дети мира»";1959;"http://sch1959uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
382;482;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1968";1968;"http://sch1968uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
383;582;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1970";1970;"http://sch1970uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";2
384;595;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1980";1980;"http://sch1980uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";2
385;553;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1981";1981;"http://sch1981uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";2
386;93;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1985";1985;"http://sch1985.mskobr.ru/";"школа";"Северо-Западный административный округ";"присоединение";1
387;425;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1987";1987;"http://sch1987uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";2
388;429;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1989 «Центр образования»";1989;"http://sch1989uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";1
389;539;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1995";1995;"http://sch1995uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";1
390;450;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1996";1996;"http://sch1996uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";2
391;602;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №199";199;"http://sch199uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";3
392;314;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2000";2000;"http://sch2000u.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
393;349;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001";2001;"http://sch2001u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";2
394;90;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2005 ";2005;"http://sch2005sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"слияние";2
395;574;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2006";2006;"http://sch2006uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";1
396;575;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2009";2009;"http://sch2009uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"присоединение";5
397;476;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2010 имени Героя Советского Союза М.П.Судакова";2010;"http://sch2010uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";3
398;417;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2012 ";2012;"http://sch2012uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
399;386;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2017";2017;"http://sch2017u.mskobr.ru/";"школа";"Южный административный округ";"присоединение";1
400;776;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2025";2025;"http://sch2025.mskobr.ru/";"школа";"Западный административный округ";"присоединение";5
401;640;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2026";2026;"http://sch2026v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
402;643;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2031";2031;"http://sch2031.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
403;692;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №2033";2033;"http://sch2033v.mskobr.ru/";"школа";"Восточный административный округ";"слияние";2
404;922;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2034";2034;"http://sch2034v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
405;683;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2035";2035;"http://sch2035.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";1
406;649;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2036";2036;"http://sch2036v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";3
407;232;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2044";2044;"http://sch2044sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";1
408;789;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2045";2045;"http://sch2045zg.mskobr.ru/";"школа";"Зеленоградский административный округ";"присоединение";4
409;882;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2048";2048;"http://sch2048.mskobr.ru/";"школа";"Центральный административный округ";"слияние";2
410;392;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 «Педагогический комплекс»";2051;"http://sch2051uv-new.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
411;387;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2053";2053;"http://sch2053.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
412;17;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2054";2054;"http://sch2054.mskobr.ru/";"школа";"Центральный административный округ";"слияние";9
413;27;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2055";2055;"http://sch2055c.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";2
414;562;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2086";2086;"http://sch2086uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";3
415;418;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2087 «Многопрофильный образовательный комплекс «Открытие»";2087;"http://sch2087uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
416;464;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2088 «Грайвороново»";2088;"http://sch2088uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
417;470;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2089";2089;"http://sch2089uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
418;163;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №208";208;"http://sch208s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";1
419;484;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2090";2090;"http://sch2090uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";4
420;492;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2091";2091;"http://sch2091.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
421;495;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2092 имени И.Н. Кожедуба";2092;"http://sch2092uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";2
422;694;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2093 имени А.Н. Савельева";2093;"http://sch2093.mskobr.ru/";"школа";"Восточный административный округ";"слияние";2
423;695;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2094";2094;"http://sch2094.mskobr.ru/";"школа";"Восточный административный округ";"слияние";3
424;41;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2095 «Покровский квартал»";2095;"http://sch2095c.mskobr.ru/";"школа";"Центральный административный округ";"слияние";7
425;121;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2097";2097;"http://sch2097sz.mskobr.ru/";"школа";"Северо-Западный административный округ";"слияние";6
426;179;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2098 имени Героя Советского Союза Л.М. Доватора";2098;"http://sch2098s.mskobr.ru/";"школа";"Северный административный округ";"слияние";2
427;189;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2099";2099;"http://sch2099.mskobr.ru/";"школа";"Северный административный округ";"слияние";2
428;180;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2100";2100;"http://sch2100.mskobr.ru/";"школа";"Северный административный округ";"слияние";3
429;725;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2101 «Филёвский образовательный центр»";2101;"http://sch2101.mskobr.ru/";"школа";"Западный административный округ";"присоединение";5
430;598;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2103";2103;"http://sch2103uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";4
431;24;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2104 «Школа на Таганке»";2104;"http://sch2104c.mskobr.ru/";"школа";"Центральный административный округ";"слияние";2
432;31;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2105";2105;"http://sch2105c.mskobr.ru/";"школа";"Центральный административный округ";"слияние";4
433;35;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2107 ";2107;"http://sch2107.mskobr.ru/";"школа";"Центральный административный округ";"слияние";5
434;817;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2109";2109;"http://sch2109.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";3
435;462;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2110 «Многопрофильный образовательный комплекс ""Марьино""»";2110;"http://sch2110.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";4
436;441;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2111 «Новая волна»";2111;"http://sch2111.mskobr.ru/";"школа";"Юго-Восточный административный округ";"слияние";3
437;325;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2113";2113;"http://sch2113.mskobr.ru/";"школа";"Южный административный округ";"слияние";3
438;815;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2114";2114;"http://sch2114uz.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";4
439;591;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2115";2115;"http://sch2115.mskobr.ru/";"школа";"Юго-Западный административный округ";"слияние";4
440;853;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2116 «Зябликово»";2116;"http://sch2116.mskobr.ru/";"школа";"Южный административный округ";"слияние";4
441;494;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2121 «Образовательный комплекс имени Маршала Советского Союза С.К. Куркоткина»";2121;"http://sch2121.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";5
442;642;"Государственное бюджетное образовательное учреждение города Москвы школа №2126 «Перово»";2126;"http://sch2126.mskobr.ru/";"школа";"Восточный административный округ";"слияние";3
443;448;"Государственное бюджетное образовательное учреждение города Москвы школа №2129 имени Героя Советского Союза П.И. Романова";2129;"http://sch2129uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";6
444;192;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №218";218;"http://sch218.mskobr.ru/";"школа";"Северный административный округ";"слияние";1
445;207;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №222";222;"http://sch222s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
446;198;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №224 ";224;"http://sch224s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";2
447;205;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №236";236;"http://sch236s.mskobr.ru/";"школа";"Северный административный округ";"присоединение";3
448;290;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №240";240;"http://sch240sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";3
449;303;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №254";254;"http://sch254.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";3
450;248;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №281";281;"http://sch281sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";3
451;262;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №283";283;"http://sch283sv-new.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";5
452;273;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №293 имени А.Т. Твардовского";293;"http://sch293.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";4
453;243;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №305";305;"http://sch305.mskobr.ru/";"школа";"Северо-Восточный административный округ";"присоединение";2
454;653;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №319";319;"http://sch319v.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";5
455;726;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №323";323;"http://sch323.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
456;868;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №324 «Жар-птица»";324;"http://sch324.mskobr.ru/";"школа";"Западный административный округ";"присоединение";2
457;473;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №329";329;"http://sch329uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";2
458;437;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №338";338;"http://sch338uv.mskobr.ru/";"школа";"Юго-Восточный административный округ";"присоединение";1
459;48;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №345 имени А.С. Пушкина";345;"http://sch345.mskobr.ru/";"школа";"Центральный административный округ";"слияние";2
460;32;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №354 имени Д.М. Карбышева ";354;"http://sch354c.mskobr.ru/";"школа";"Центральный административный округ";"присоединение";4
461;615;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №356 имени Н.З. Коляды";356;"http://sch356.mskobr.ru/";"школа";"Восточный административный округ";"слияние";2
462;659;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки №368 «Лосиный остров»";368;"http://sch368.mskobr.ru/";"школа";"Восточный административный округ";"присоединение";2
